label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
default,0.0,0.0,0.0,-0.2430097609084632,-0.11598824691611398,-0.036671442766297274,-0.4462572473975042,-0.41779345441814086,-0.03561863090222401,-0.5693960143649459,-0.6240738659590466,-0.04204671011228927,-0.6844955528526954,-0.7207410061610523,-0.05222639013821518,-0.25080081515643915,-0.9343183081188227,0.03857620358801857,-0.3159113784016093,-1.2651962748598162,0.009797153657346463,-0.3618550699745654,-1.4682192903778286,-0.03296689688254779,-0.39946001997655883,-1.640633750134897,-0.07294882242793946,-0.12167156790035799,-0.9925667227790961,0.003454070511880495,-0.14596140236636493,-1.3987982290992116,-0.022496652224149438,-0.16937891314641815,-1.6447884838838247,-0.06364514241454572,-0.19472021114873747,-1.842115835244977,-0.09916181603442009,-0.00036679976677092823,-0.9731636923529337,-0.047728433584148224,-0.006223143630873533,-1.380531862869898,-0.08633745766851864,-0.02873053658581198,-1.6226661323755414,-0.13296770408336944,-0.05926645332206765,-1.8330999668859818,-0.17193303828587983,0.11731519258816081,-0.8942512774905587,-0.10655839395490278,0.1513021730026061,-1.2032120296982527,-0.1533466234214742,0.1533369395468017,-1.4198353645018162,-0.18763767734716086,0.13852840935587413,-1.622731999040033,-0.2168647535517337
default,0.0,0.0,0.0,-0.236396146989208,-0.12247175213003905,-0.037671352874227744,-0.43831382172329253,-0.42119710766359003,-0.039534290705855166,-0.5614126690237614,-0.6262879405924717,-0.048449928892365504,-0.6729911746903188,-0.7297880490096718,-0.061026849788633444,-0.24479146798742787,-0.9370171915210853,0.031140678660258655,-0.30646700768617874,-1.2670907710658397,-0.0015501067540108708,-0.3534468693861257,-1.469410427091007,-0.046733258586026595,-0.3939240220836375,-1.640678525871948,-0.08813521806191231,-0.11678411437725598,-0.993153644667551,-0.003916795875692906,-0.13723517121880602,-1.3962170506539544,-0.033087315630732916,-0.16175461416431142,-1.6402158825437116,-0.07533933321342604,-0.1895709353660256,-1.8365873916727011,-0.11130280015812967,0.00279263187915256,-0.9711848389036131,-0.054642718324150664,-0.0017338233958391995,-1.377461372506062,-0.09456180682629908,-0.025233664919746178,-1.6179871121789027,-0.14004011974394176,-0.05779709002710352,-1.827107450875539,-0.17828639062987256,0.11897165060394105,-0.8869689416079239,-0.11301125467914046,0.1522708615694824,-1.1940362529723607,-0.16066175453107806,0.15196635339016293,-1.407302629536849,-0.19380846636282395,0.13395680740840704,-1.6057511327601883,-0.22184566762576216
default,0.0,0.0,0.0,-0.23946535209080652,-0.12390073438356883,-0.03671387373950162,-0.4365608115070305,-0.4262002839527346,-0.03467054996501034,-0.5524056786995238,-0.635669367381007,-0.040095862053472514,-0.652613799573774,-0.7461120340921904,-0.04862720687471484,-0.24388211008863606,-0.9367589267424813,0.03717735789004357,-0.30466535131853284,-1.2699118123052542,0.0059087086447513785,-0.35114955883527305,-1.4741179496548282,-0.03796239009197814,-0.3901806096222407,-1.6480732438870938,-0.07834433437560788,-0.117958270337127,-0.9930148767924757,0.0024186583533926187,-0.1351559714746436,-1.3963250007309405,-0.02668090001025479,-0.1585681179137026,-1.6440921998599354,-0.06872867508512465,-0.18342611670487635,-1.8446759820615775,-0.10401400002684696,-0.0005528834953684846,-0.9716112575260835,-0.04845297228293172,-0.005246627203392471,-1.3774397103017757,-0.08910356605128707,-0.03041599013540539,-1.6191122446739745,-0.13568468048921964,-0.0625889791787606,-1.8292151532191332,-0.17414841917523574,0.1143633308997094,-0.8881597929860788,-0.1070122601872935,0.14891060750759075,-1.197749310531957,-0.1564691344283753,0.14780832187691909,-1.4119038694380983,-0.19135633320888137,0.12958949431525282,-1.6100578798991736,-0.22025115938263465
default,0.0,0.0,0.0,-0.0500383183417144,-0.41804080875613014,0.17562668541193696,-0.10692750740728274,-0.7814991265264022,0.22102939524795667,-0.19501819274448212,-1.0371694083353535,0.22955562866253307,-0.3233269880279437,-1.1873347761379265,0.22144932929477462,-0.04217242020363981,-1.0734395206223009,0.04327317784430128,-0.2671373076004434,-1.5103409783831205,0.0013181961764747742,-0.41511962657342,-1.740168566918276,-0.01778087709343848,-0.5323310897665414,-1.9272054889992223,-0.03285019641220391,-0.06457500573998827,-0.9979086395405815,-0.08684612352460182,-0.31021239241089815,-1.5371066518606062,-0.1378839033949685,-0.478622169446295,-1.8032625405651155,-0.15948952499558694,-0.6173566280740421,-2.0081291578118203,-0.17602828624975478,-0.14656223367045196,-0.8524386827144416,-0.2019710056220519,-0.43380997569813523,-1.3360196134670268,-0.26114676527783426,-0.6066355107406407,-1.6007995594004922,-0.29952418182331425,-0.7340845298995783,-1.8096233288655974,-0.32699751525860166,-0.279502734231505,-0.6685865439559004,-0.2968223955463589,-0.5446445987611455,-1.0394527811001337,-0.36232009932896914,-0.7072476264281122,-1.2212926725287285,-0.38862180595746015,-0.8473484970530608,-1.3719678113269536,-0.405372924766305
default,0.0,0.0,0.0,-0.0023191357579279747,-0.4416271860629901,0.20060313143524308,-0.0551790802610649,-0.8020831066376103,0.257955944127013,-0.15334632303664567,-1.0548921183187523,0.2747918989021489,-0.2874317832934071,-1.1933968304158302,0.2725969394781204,-0.02575171777247909,-1.0782255358949544,0.062396168922633624,-0.2495010071346904,-1.5276860817704778,0.03022778221251333,-0.40051835366761773,-1.7515932015555575,0.021171406154828286,-0.517967150021924,-1.9290425389545744,0.01373401315390408,-0.06020290715045082,-0.9981819189434334,-0.07455887409667154,-0.316033027789233,-1.5481211473846042,-0.11516322633645452,-0.4878625423615094,-1.8189579007000536,-0.12812998595784733,-0.6257278583090292,-2.0173961610724236,-0.14008279392824935,-0.14946629360027763,-0.8523778967380603,-0.19459104758084547,-0.43833760137404365,-1.347902973658255,-0.2420300816396999,-0.612363116218461,-1.6130392857295277,-0.2763968834684341,-0.7405887908472862,-1.8172442231350479,-0.3039272845016687,-0.2856672618751511,-0.6677337125322151,-0.29183310254787304,-0.5593252813106522,-1.0445194676020835,-0.350870543680056,-0.7209915764228237,-1.2265881520058208,-0.37804648861972634,-0.862831039708758,-1.38013356089961,-0.3966530048862555
default,0.0,0.0,0.0,0.01678333055232469,-0.45305717109533294,0.18873968751216505,-0.03795573086238397,-0.8143460660072769,0.2371826523782983,-0.14104661629679102,-1.0633489270711305,0.24737290807815712,-0.27994098630090003,-1.1906738553513816,0.23789168887733736,-0.02306759332357255,-1.0818516527681135,0.04245601788756366,-0.2460234960190154,-1.5429717624560595,0.0021141826450353255,-0.40101154766841496,-1.7713561909128734,-0.012840793128131422,-0.5239640150012158,-1.9500138413786106,-0.024128460995638482,-0.0664145440042276,-0.9977878203953556,-0.09039989973750456,-0.31615355864391126,-1.553259515066289,-0.13368955800768384,-0.4890980338920208,-1.8276035878215513,-0.15016409244880038,-0.6290972730602705,-2.031228496227143,-0.16608991332015066,-0.16143431420095852,-0.8473620811709635,-0.20673981679078018,-0.44586172343987474,-1.3516596039145858,-0.2560007655634133,-0.6187584164183972,-1.622505733463904,-0.2948999726700026,-0.7465568235518288,-1.830987696797009,-0.3270468998955455,-0.297753041010216,-0.6588817247829564,-0.3010019856884005,-0.5695442118647084,-1.0310769866081788,-0.3629555310103547,-0.732778154540006,-1.219037103954051,-0.39393559349336893,-0.8769336846018525,-1.3791626439046099,-0.4162331448801275
default,0.0,0.0,0.0,0.01601655729541186,-0.44616718134778127,0.20175101885684477,-0.029850424157663574,-0.8038361403775679,0.25297953306665893,-0.12168044491059711,-1.0580095575868764,0.264555288076385,-0.25242132208399287,-1.194125575711972,0.2562122478326415,-0.00585466172283867,-1.0842971321688066,0.041895272482703076,-0.22418159590118097,-1.5507043422193398,0.003122856682259266,-0.37741128000907526,-1.7834189487659182,-0.010817218389402453,-0.49936427305027703,-1.9645531812099173,-0.021202503488886717,-0.050635036813108644,-0.9987129206908107,-0.09789146017524211,-0.29690199669230094,-1.5629861704318417,-0.1390769183785944,-0.46860168357956533,-1.8451470018797467,-0.15357673828294915,-0.6057740818650119,-2.048078168607151,-0.1687695995421997,-0.14962303215402797,-0.8475483522116146,-0.21918472792474059,-0.4266692315307077,-1.3618060742127207,-0.2649124895385457,-0.6007214391242439,-1.639409537177869,-0.3011655213963785,-0.7278846097749373,-1.8465368948841272,-0.3325041057356813,-0.29065490664607285,-0.658848475677884,-0.31719360563340426,-0.5577897293145886,-1.0392982574963885,-0.3767761106814952,-0.7229523595354702,-1.2275378248283366,-0.4053868122685817,-0.8682333208606638,-1.383718405989394,-0.42606556917687227
default,0.0,0.0,0.0,0.028140061658806496,-0.4322711367108527,0.20300183742774838,-0.00630527627208735,-0.7854416261068411,0.2577419629693689,-0.06097676019813429,-1.0316979855817603,0.2731659152826382,-0.1216632001205639,-1.179364480129523,0.26845921346577145,-0.016382215523032265,-1.0820906837734552,0.045074280934807434,-0.23407991201138464,-1.526902231049727,0.008001086683120011,-0.3835093332979226,-1.7498040622648907,-0.0035545369181407076,-0.501170064570141,-1.9240978772932726,-0.013585832552109892,-0.06555061735826714,-0.997845041047201,-0.09552789422985652,-0.3013234391599366,-1.5403151028054423,-0.13761286268020603,-0.4649768035322914,-1.8129592247729314,-0.14911141167481876,-0.5964598806786284,-2.0085710751021204,-0.16254081868310147,-0.1661407164674749,-0.845880256043721,-0.2182053398614094,-0.43403956478129496,-1.339984485238798,-0.26480680783774896,-0.59753814168538,-1.604965002133487,-0.29706433493128304,-0.7186044473200637,-1.8089881385211415,-0.32665127807610306,-0.303049356940224,-0.6550393105725588,-0.3177943841526027,-0.5612796148491161,-1.031438922872346,-0.3877929844515515,-0.7207434650964442,-1.2178405437486888,-0.42280552218034984,-0.8638736115636225,-1.3769539341627695,-0.44741835502868926
default,0.0,0.0,0.0,0.012050778754575461,-0.44182327062603954,0.21391228338120638,-0.032129211181208116,-0.7909073385878351,0.26857442846485907,-0.12321181814653522,-1.026149707825094,0.2816297319702682,-0.2560920535146161,-1.1477398615230385,0.2736752391633274,-0.01271874467807684,-1.0808146015458002,0.04546395418824976,-0.2259174845279128,-1.5359873897874594,0.00815297856658213,-0.37352362929604405,-1.7645908110310917,-0.005553869228417639,-0.4951509759799471,-1.945716631786576,-0.017870350873709615,-0.05632500767505167,-0.9984082637711749,-0.10063336946221137,-0.28756787440195536,-1.5568672305399183,-0.14191761528935465,-0.44996099543221774,-1.8319540938091812,-0.15630668314511859,-0.5842083243382398,-2.0335669672289254,-0.17290366046674877,-0.15202155533093004,-0.8485109808071963,-0.22687987139381874,-0.41627319709617305,-1.3616658750307424,-0.2724325463806352,-0.5826570249982195,-1.6324803196899802,-0.3090621088628451,-0.7051790137768046,-1.838708013364133,-0.3425160688648724,-0.287032345664942,-0.6647457145684409,-0.3287107801062844,-0.5433415258002899,-1.0469556652135539,-0.39417376517104186,-0.7070200665817599,-1.2373442986004668,-0.4287939326086405,-0.8509850682853269,-1.3978486190735295,-0.4545243167292189
default,0.0,0.0,0.0,0.019316429895592034,-0.4555253809826136,0.20955202276717214,-0.026488311524367526,-0.8137039763749002,0.26063857675007335,-0.1241574089594107,-1.0600740360225,0.27023081967898577,-0.2618941982547713,-1.191011134114641,0.2599155272209702,-0.01012813700890621,-1.092521192217249,0.04767498937176662,-0.21979541007213385,-1.5539454116587772,0.00898382152749301,-0.3653593386978611,-1.7863956759859645,-0.005630901344555962,-0.4847425825795273,-1.9699234078045549,-0.01760876404225291,-0.05045433664098735,-0.9987221156356916,-0.09650458709373559,-0.2811361900652521,-1.5572839850950912,-0.13472570331443687,-0.44340235393088023,-1.8325334898581818,-0.14599302470027134,-0.5756813630811485,-2.0359644211718377,-0.16083568453718053,-0.14181493295823874,-0.8431758878820924,-0.22216611535775144,-0.40359165069773245,-1.3580451332888717,-0.2621404589476456,-0.5685702472361372,-1.6323145365979979,-0.2931811720878638,-0.6879745059513552,-1.8428018945512772,-0.32380801327272524,-0.27119617379524935,-0.6588669359559829,-0.3246356938857474,-0.5247791319756655,-1.0400028444544027,-0.3811881934159343,-0.6857674420468846,-1.2339001306769795,-0.40981656823840323,-0.8263159147951701,-1.3979642021697323,-0.4322915212870621
default,0.0,0.0,0.0,-0.00878683917623143,-0.44692176820662993,0.2071010326136021,-0.06079578037670422,-0.8111805405137664,0.260791636915377,-0.15544210860252844,-1.0683883812262407,0.27251127518257917,-0.2888980635919423,-1.214413406664233,0.26592968248592086,5.806225054593586e-05,-1.0686914815209407,0.055341784427310026,-0.20736152650920794,-1.543813087272458,0.018335844211723223,-0.3540613018015622,-1.7893151178693607,0.006960719255323777,-0.46980417788103507,-1.9848657083379997,-0.0034974311420069622,-0.031051026561784035,-0.9995135072559508,-0.0876222077945038,-0.2616123867671042,-1.5822785609166223,-0.13647600441619798,-0.42575667108801957,-1.8646589450491537,-0.15172084618474557,-0.5539184742633375,-2.076689111329682,-0.16491884974482673,-0.11884370719563316,-0.8664125760716372,-0.2121367920149268,-0.3863646313530947,-1.3912033677951297,-0.2604212764401543,-0.5535701007600619,-1.6698905323874287,-0.29389905568844,-0.670071622809223,-1.8868829748429192,-0.32223132376293157,-0.2512734694573365,-0.6984453913249088,-0.3138081729677354,-0.4961355363940367,-1.0892416815016108,-0.37047440366477963,-0.6566559177821996,-1.2841679109412516,-0.3980812133334963,-0.7951075283461186,-1.4490442400245567,-0.41909891674339694
